Date,Public Health Unit,Cases by episode date,Cases rate by episode date,Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate
03-01-2021,Ontario,3041,20.5,3299,22.2,119,0.8,115,0.8,49,0.3
04-01-2021,Ontario,3798,25.6,3137,21.1,156,1,126,0.8,59,0.4
05-01-2021,Ontario,3298,22.2,3328,22.4,108,0.7,145,1,52,0.3
06-01-2021,Ontario,3326,22.4,3748,25.2,134,0.9,136,0.9,50,0.3
07-01-2021,Ontario,2966,20,4178,28.1,127,0.9,165,1.1,49,0.3
08-01-2021,Ontario,2903,19.5,3818,25.7,120,0.8,116,0.8,46,0.3
09-01-2021,Ontario,2555,17.2,3369,22.7,102,0.7,138,0.9,60,0.4
10-01-2021,Ontario,2282,15.4,3110,20.9,107,0.7,100,0.7,48,0.3
11-01-2021,Ontario,2937,19.8,2835,19.1,117,0.8,117,0.8,50,0.3
12-01-2021,Ontario,2559,17.2,3168,21.3,111,0.7,155,1,40,0.3
13-01-2021,Ontario,2712,18.2,3332,22.4,111,0.7,130,0.9,47,0.3
14-01-2021,Ontario,2532,17,2987,20.1,125,0.8,104,0.7,44,0.3
15-01-2021,Ontario,2518,16.9,3209,21.6,91,0.6,129,0.9,48,0.3
16-01-2021,Ontario,2116,14.2,2723,18.3,76,0.5,114,0.8,60,0.4
17-01-2021,Ontario,1969,13.2,2088,14,86,0.6,80,0.5,74,0.5
18-01-2021,Ontario,2436,16.4,2400,16.1,94,0.6,96,0.6,54,0.4
19-01-2021,Ontario,2141,14.4,2412,16.2,99,0.7,106,0.7,56,0.4
20-01-2021,Ontario,2063,13.9,2756,18.5,93,0.6,125,0.8,54,0.4
21-01-2021,Ontario,1941,13.1,2347,15.8,110,0.7,101,0.7,59,0.4
22-01-2021,Ontario,1912,12.9,2467,16.6,73,0.5,105,0.7,54,0.4
23-01-2021,Ontario,1647,11.1,1921,12.9,83,0.6,76,0.5,53,0.4
24-01-2021,Ontario,1427,9.6,1781,12,87,0.6,91,0.6,48,0.3
25-01-2021,Ontario,1856,12.5,1621,10.9,100,0.7,94,0.6,51,0.3
26-01-2021,Ontario,1700,11.4,1893,12.7,92,0.6,86,0.6,52,0.3
27-01-2021,Ontario,1674,11.3,1955,13.2,62,0.4,115,0.8,46,0.3
28-01-2021,Ontario,1492,10,1956,13.2,92,0.6,92,0.6,49,0.3
29-01-2021,Ontario,1407,9.5,1867,12.6,71,0.5,83,0.6,48,0.3
30-01-2021,Ontario,1210,8.1,1636,11,54,0.4,65,0.4,50,0.3
31-01-2021,Ontario,1046,7,1441,9.7,48,0.3,67,0.5,40,0.3
01-02-2021,Ontario,1588,10.7,1260,8.5,93,0.6,50,0.3,44,0.3
02-02-2021,Ontario,1333,9,1440,9.7,66,0.4,69,0.5,45,0.3
03-02-2021,Ontario,1342,9,1483,10,69,0.5,82,0.6,32,0.2
04-02-2021,Ontario,1210,8.1,1374,9.2,58,0.4,81,0.5,36,0.2
05-02-2021,Ontario,1223,8.2,1484,10,56,0.4,66,0.4,28,0.2
06-02-2021,Ontario,1032,6.9,1240,8.3,49,0.3,62,0.4,30,0.2
07-02-2021,Ontario,947,6.4,1092,7.3,41,0.3,56,0.4,19,0.1
08-02-2021,Ontario,1259,8.5,955,6.4,50,0.3,58,0.4,26,0.2
09-02-2021,Ontario,1109,7.5,1126,7.6,42,0.3,48,0.3,26,0.2
10-02-2021,Ontario,1116,7.5,1298,8.7,72,0.5,50,0.3,30,0.2
11-02-2021,Ontario,1018,6.8,1208,8.1,54,0.4,58,0.4,19,0.1
12-02-2021,Ontario,1091,7.3,1167,7.9,68,0.5,54,0.4,23,0.2
13-02-2021,Ontario,948,6.4,988,6.6,53,0.4,55,0.4,15,0.1
14-02-2021,Ontario,842,5.7,932,6.3,39,0.3,48,0.3,24,0.2
15-02-2021,Ontario,1013,6.8,850,5.7,45,0.3,56,0.4,16,0.1
16-02-2021,Ontario,1020,6.9,998,6.7,46,0.3,43,0.3,20,0.1
17-02-2021,Ontario,1088,7.3,1088,7.3,41,0.3,45,0.3,26,0.2
18-02-2021,Ontario,1079,7.3,1195,8,49,0.3,58,0.4,18,0.1
19-02-2021,Ontario,1089,7.3,1205,8.1,23,0.2,55,0.4,17,0.1
20-02-2021,Ontario,867,5.8,1140,7.7,34,0.2,44,0.3,16,0.1
21-02-2021,Ontario,776,5.2,979,6.6,26,0.2,35,0.2,12,0.1
22-02-2021,Ontario,975,6.6,888,6,34,0.2,37,0.2,12,0.1
23-02-2021,Ontario,975,6.6,1116,7.5,33,0.2,43,0.3,17,0.1
24-02-2021,Ontario,880,5.9,1177,7.9,18,0.1,48,0.3,8,0.1
25-02-2021,Ontario,752,5.1,1227,8.3,20,0.1,43,0.3,12,0.1
26-02-2021,Ontario,696,4.7,1081,7.3,11,0.1,26,0.2,9,0.1
27-02-2021,Ontario,508,3.4,1083,7.3,9,0.1,28,0.2,6,0
28-02-2021,Ontario,314,2.1,943,6.3,6,0,9,0.1,1,0
01-03-2021,Ontario,6,0,392,2.6,0,0,6,0,1,0
15-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
27-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
31-01-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
01-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
03-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
10-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
15-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
27-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-02-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
01-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
03-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-03-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
09-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
10-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
15-03-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
16-03-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
17-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-03-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
21-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-03-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
23-03-2020,Algoma Public Health,2,1.7,1,0.9,0,0,0,0,0,0
24-03-2020,Algoma Public Health,1,0.9,0,0,1,0.9,0,0,0,0
25-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-03-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
27-03-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
28-03-2020,Algoma Public Health,0,0,1,0.9,0,0,1,0.9,0,0
29-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-03-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
31-03-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
01-04-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
02-04-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
03-04-2020,Algoma Public Health,2,1.7,1,0.9,0,0,0,0,0,0
04-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-04-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
07-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-04-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
10-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-04-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
15-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-04-2020,Algoma Public Health,0,0,2,1.7,0,0,0,0,0,0
17-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-04-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
20-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-04-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
26-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
27-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-04-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
01-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
03-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-05-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
05-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-05-2020,Algoma Public Health,0,0,2,1.7,0,0,0,0,0,0
07-05-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
08-05-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
09-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
10-05-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
11-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-05-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
13-05-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
14-05-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
15-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-05-2020,Algoma Public Health,1,0.9,3,2.6,0,0,0,0,0,0
17-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-05-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
24-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
27-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
31-05-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
01-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
03-06-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
04-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-06-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
10-06-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
11-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-06-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
13-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
15-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-06-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
18-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-06-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
20-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
27-06-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
28-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-06-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
01-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
03-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-07-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
08-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-07-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
10-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
15-07-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
16-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-07-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
18-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
27-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
31-07-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
01-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
03-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
10-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
15-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-08-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
27-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-08-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
30-08-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
31-08-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
01-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
02-09-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
03-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
06-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
10-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-09-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
15-09-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
16-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-09-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
19-09-2020,Algoma Public Health,1,0.9,1,0.9,0,0,0,0,0,0
20-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
22-09-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
23-09-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
24-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
26-09-2020,Algoma Public Health,1,0.9,0,0,1,0.9,0,0,0,0
27-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-09-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
29-09-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
30-09-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
01-10-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
02-10-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
03-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
05-10-2020,Algoma Public Health,2,1.7,1,0.9,0,0,1,0.9,0,0
06-10-2020,Algoma Public Health,0,0,2,1.7,0,0,0,0,0,0
07-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
08-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
09-10-2020,Algoma Public Health,0,0,2,1.7,0,0,0,0,0,0
10-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-10-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
14-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
15-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-10-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
18-10-2020,Algoma Public Health,1,0.9,1,0.9,0,0,0,0,0,0
19-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
21-10-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
22-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
23-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
24-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
25-10-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
26-10-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
27-10-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
28-10-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
29-10-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
30-10-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
31-10-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
01-11-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
02-11-2020,Algoma Public Health,0,0,2,1.7,0,0,0,0,0,0
03-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
04-11-2020,Algoma Public Health,6,5.2,1,0.9,0,0,0,0,0,0
05-11-2020,Algoma Public Health,1,0.9,0,0,0,0,0,0,0,0
06-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
07-11-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
08-11-2020,Algoma Public Health,1,0.9,7,6.1,0,0,0,0,0,0
09-11-2020,Algoma Public Health,2,1.7,2,1.7,0,0,0,0,0,0
10-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
11-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
12-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
13-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
14-11-2020,Algoma Public Health,0,0,1,0.9,0,0,0,0,0,0
15-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
16-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
17-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
18-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
19-11-2020,Algoma Public Health,0,0,0,0,0,0,0,0,0,0
20-11-2020,Algoma Public Health,2,1.7,0,0,0,0,0,0,0,0
